age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
72,0,1,2,34476.9,2873.08,0,0.055,747,11823.57,1,16.71,36,419.84,6,8,32753.83,20035.79,1,0,1,1
62,1,1,0,20235.5,1686.29,2,0.22,674,10856.61,5,12.94,36,365.49,12,4,14654.39,10168.15,3,0,3,1
32,1,2,1,36180.68,3015.06,0,0.238,743,10517.07,2,8.33,60,214.91,8,2,31831.18,2328.09,2,0,2,1
67,1,1,1,142829.59,11902.47,4,0.281,742,15272.28,2,12.85,36,513.48,9,2,136968.57,26982.64,2,0,2,0
69,1,0,1,64561.37,5380.11,2,0.376,594,30086.59,6,14.62,60,709.77,21,4,100750.86,72141.63,0,0,1,0
62,0,1,4,52901.64,4408.47,3,0.149,744,2815.75,5,8.37,36,88.72,8,9,78349.27,46846.37,2,0,2,1
58,1,1,0,40184.82,3348.74,0,0.203,701,29108.8,1,9.12,36,927.28,14,4,40220.61,16143.75,4,0,5,1
38,0,1,4,68150.39,5679.2,0,0.163,653,15752.05,4,11.65,36,520.56,15,4,55631.93,13747.37,2,0,3,1
65,1,2,1,38044.93,3170.41,1,0.081,669,29642.39,2,11.78,36,981.44,16,2,38214.34,18089.38,5,0,5,1
55,0,2,1,12387.55,1032.3,1,0.165,749,42620.42,2,11.74,36,1410.32,8,3,21414.7,5792.33,1,0,2,1
50,0,1,3,16261.02,1355.08,0,0.254,726,5704.16,1,10.38,36,185.08,14,2,22184.28,9568.91,1,0,3,1
44,0,1,2,26127.64,2177.3,0,0.253,581,19430.38,3,16.0,36,683.11,24,6,43067.16,11438.69,4,0,6,1
62,1,2,2,28205.65,2350.47,0,0.231,636,500.0,1,11.6,60,11.02,15,6,22103.98,8786.07,3,0,3,0
50,0,1,4,36878.69,3073.22,2,0.335,612,11478.3,6,13.4,36,388.96,17,4,54578.97,49898.32,3,0,3,1
34,1,2,3,74023.37,6168.61,2,0.052,613,10253.37,2,16.66,36,363.83,15,9,71912.22,35622.13,3,0,3,1
26,1,1,1,45878.66,3823.22,0,0.32,624,27338.66,0,16.45,36,967.23,19,6,56497.86,32139.04,1,0,2,1
23,1,1,1,40409.96,3367.5,0,0.074,685,27933.13,3,11.18,36,916.88,14,5,33354.4,27703.1,1,0,1,1
36,0,2,1,18740.09,1561.67,0,0.215,771,9724.73,1,10.06,36,314.06,6,6,15602.66,11342.73,0,0,0,1
27,1,2,2,33111.07,2759.26,0,0.184,731,27317.61,2,11.62,36,902.39,11,6,38722.91,3930.24,3,0,3,1
72,0,0,0,25029.32,2085.78,0,0.185,698,21901.38,2,12.35,36,731.11,10,5,29990.76,11347.24,0,0,0,1
34,2,2,0,19661.63,1638.47,0,0.238,666,500.0,2,10.86,36,16.34,19,5,29820.08,13505.2,3,0,4,1
29,1,2,2,6000.0,500.0,0,0.289,685,500.0,6,10.96,36,16.36,14,5,12949.76,5971.78,3,0,4,1
35,0,1,0,17852.24,1487.69,0,0.267,683,28480.33,2,12.44,36,951.95,11,5,14688.83,3418.39,3,0,3,1
41,0,2,1,103465.4,8622.12,0,0.192,723,7010.09,4,8.59,36,221.58,12,2,80207.92,23818.08,5,0,5,1
55,1,1,0,73076.63,6089.72,4,0.06,731,12370.47,2,7.38,60,247.17,13,8,53402.02,25914.03,1,0,1,1
22,0,2,1,21761.78,1813.48,2,0.203,747,500.0,7,11.65,36,16.52,5,5,18369.98,10729.42,2,0,2,1
47,1,1,0,27174.48,2264.54,2,0.038,678,14184.1,2,12.86,36,476.96,11,6,23069.06,18102.0,0,0,1,1
22,0,2,1,164158.16,13679.85,0,0.125,601,14357.98,0,14.21,60,335.65,23,6,109380.73,31856.69,2,0,2,1
55,1,1,1,151453.46,12621.12,2,0.191,657,19525.09,2,10.36,36,633.32,15,4,128953.41,92747.87,2,0,2,1
38,1,1,2,41328.87,3444.07,0,0.152,685,10717.27,2,13.13,36,361.78,13,5,56056.15,42497.78,4,0,4,1
34,0,2,3,56889.5,4740.79,0,0.111,537,4479.61,1,13.74,60,103.63,25,6,91040.38,37162.2,0,0,0,1
40,1,3,3,43435.89,3619.66,3,0.275,539,22917.9,6,14.67,36,790.76,27,11,45915.63,18893.78,4,0,6,0
38,1,2,1,30078.77,2506.56,0,0.21,612,500.0,2,14.78,36,17.28,18,5,23155.03,11571.54,3,0,4,1
30,1,1,2,42867.29,3572.27,0,0.067,666,3597.28,1,11.43,36,118.5,15,6,53812.72,11465.87,1,0,1,0
45,1,3,0,53007.92,4417.33,0,0.46,610,22358.47,2,12.84,36,751.62,19,4,30656.8,9476.49,1,0,1,1
22,0,1,2,68295.44,5691.29,4,0.014,620,7271.44,2,12.29,36,242.52,15,1,46371.27,20557.34,4,0,5,0
45,0,1,2,44225.65,3685.47,0,0.302,559,16019.35,3,15.23,36,557.12,28,3,49617.01,32984.02,2,0,3,1
74,0,2,3,43838.36,3653.2,0,0.128,657,26055.63,4,15.66,60,628.92,18,6,71587.1,14399.82,2,0,2,1
53,0,2,1,17001.12,1416.76,2,0.105,692,7797.67,2,9.36,36,249.27,14,3,22429.08,10957.69,2,0,2,1
56,1,2,2,22131.87,1844.32,3,0.143,685,4621.63,1,14.51,36,159.1,11,4,27040.09,9231.64,0,0,0,0
51,1,3,2,12248.55,1020.71,0,0.14,669,14600.33,2,17.0,60,362.86,19,6,15788.95,1634.16,0,0,0,0
34,0,3,1,48244.91,4020.41,0,0.274,541,12257.61,6,15.76,36,429.49,29,4,50432.94,10607.05,9,0,9,1
21,0,2,0,25780.85,2148.4,3,0.248,728,15584.22,2,10.2,36,504.32,10,7,26866.14,22601.23,2,0,3,0
66,1,2,1,32224.0,2685.33,0,0.047,711,14369.57,2,13.24,36,485.83,13,7,23943.17,3811.98,0,0,1,1
36,1,2,4,38240.01,3186.67,0,0.174,669,20195.71,2,10.13,60,430.39,15,6,46336.76,31418.37,2,0,2,0
74,0,2,2,43518.36,3626.53,0,0.455,634,8993.79,1,14.88,36,311.24,17,3,56093.99,30476.44,4,0,4,0
66,0,2,0,11585.82,965.48,0,0.175,629,15630.41,1,13.17,36,527.93,16,7,14333.82,11630.25,1,0,1,1
72,0,1,0,45779.33,3814.94,0,0.282,604,8799.6,0,11.87,36,291.73,23,5,69894.46,30280.52,2,0,2,0
23,1,1,1,28658.61,2388.22,2,0.116,654,500.0,0,12.24,60,11.18,17,6,35575.4,29315.56,3,0,4,1
55,0,1,2,61598.2,5133.18,0,0.061,572,3432.16,6,14.06,36,117.4,29,3,60902.28,21856.69,1,0,1,1
61,1,1,1,29971.95,2497.66,0,0.3,791,18017.63,5,9.02,60,374.19,5,7,31216.95,18053.18,2,0,2,1
26,1,1,0,25167.5,2097.29,0,0.11,692,8491.65,1,13.1,60,193.65,10,3,39591.91,31417.09,0,0,0,1
45,0,1,2,71979.9,5998.32,3,0.168,732,12122.21,2,11.78,60,268.31,11,6,65890.73,28132.27,3,0,4,1
33,1,1,0,20353.64,1696.14,0,0.147,680,28485.33,1,11.32,36,936.9,11,4,29685.94,13905.0,4,0,5,1
73,1,2,0,26691.19,2224.27,0,0.131,666,500.0,2,13.91,60,11.61,15,6,19532.95,10599.75,4,0,4,1
54,2,2,1,20835.12,1736.26,0,0.268,693,37846.49,2,13.37,60,868.31,13,5,29484.99,20008.42,0,0,0,1
28,0,1,1,27426.88,2285.57,2,0.076,818,29840.73,2,8.36,60,610.22,3,8,40257.34,36090.18,4,0,5,1
41,0,0,0,99645.86,8303.82,0,0.054,665,27165.02,6,10.1,36,877.81,16,2,127860.72,15278.69,2,0,2,1
54,1,1,1,17555.59,1462.97,2,0.462,533,16934.04,0,16.85,36,602.48,27,8,31981.84,14988.99,5,0,6,1
24,1,0,0,31179.78,2598.32,1,0.085,742,12682.62,2,11.23,60,277.21,6,5,21426.31,5361.09,1,1,4,1
45,0,2,0,58242.35,4853.53,0,0.146,596,8816.92,2,14.65,60,208.14,24,7,36146.31,31390.21,4,0,5,1
35,0,1,0,31756.76,2646.4,0,0.199,726,13804.28,2,9.39,36,441.48,11,6,38652.09,35099.67,2,0,3,1
24,0,1,0,45931.64,3827.64,3,0.288,563,22317.34,6,16.54,36,790.57,28,1,24248.67,6218.96,4,0,4,0
65,1,1,0,26363.15,2196.93,0,0.26,563,5658.87,2,16.94,60,140.45,26,4,17501.21,6167.56,3,1,3,1
32,1,0,0,34061.29,2838.44,0,0.099,718,7643.41,4,12.42,36,255.41,14,9,59746.85,30067.45,2,0,2,1
52,2,1,1,31129.45,2594.12,0,0.277,697,33391.93,1,12.2,36,1112.28,10,8,38555.87,9420.04,1,0,1,1
52,0,2,1,32478.32,2706.53,0,0.195,654,23854.87,1,12.09,60,531.72,16,6,27057.89,15626.28,0,0,0,1
48,1,2,2,73439.14,6119.93,0,0.514,639,11188.9,2,6.43,60,218.56,19,8,100022.51,8529.56,3,0,4,0
33,1,1,0,25240.51,2103.38,3,0.097,610,10507.37,2,17.32,36,376.29,15,5,32970.35,17070.21,1,0,1,1
51,0,0,0,43738.95,3644.91,0,0.176,645,6930.2,6,13.92,36,236.59,17,4,39027.6,22400.46,3,0,4,1
34,1,2,0,64600.52,5383.38,0,0.322,700,13197.78,1,10.2,36,427.1,12,4,79330.84,59413.77,3,0,3,1
40,1,1,1,50572.69,4214.39,1,0.106,581,23468.49,6,14.05,36,802.67,21,6,70756.93,45330.88,3,0,3,1
38,1,1,1,30877.92,2573.16,0,0.146,578,12992.56,2,12.56,36,435.02,26,5,24846.59,21744.22,2,0,2,0
49,0,2,0,81629.07,6802.42,2,0.167,760,12568.74,6,11.6,36,415.06,7,9,54636.24,46083.93,3,0,3,1
26,1,2,0,40010.06,3334.17,0,0.061,620,20828.77,6,11.32,36,685.07,18,3,48532.55,6064.17,0,0,0,1
52,2,2,0,61221.28,5101.77,4,0.147,713,21798.19,5,12.28,36,726.93,14,4,68203.28,6695.42,2,0,2,0
49,1,2,1,26451.85,2204.32,1,0.118,644,15461.75,2,15.06,36,536.44,19,8,24758.2,5876.03,0,0,0,1
63,0,2,1,51615.19,4301.27,0,0.01,646,12037.8,6,15.11,36,417.94,17,4,52667.99,46306.22,0,0,0,1
22,1,2,0,54371.01,4530.92,0,0.184,555,1924.22,2,14.49,36,66.22,28,9,77049.0,45400.73,1,0,2,1
43,0,2,0,22931.12,1910.93,1,0.077,705,26110.16,5,15.11,36,906.52,13,4,25452.69,14101.63,1,0,1,1
39,2,1,4,82007.37,6833.95,2,0.175,636,22785.47,1,13.32,36,771.25,18,5,65297.92,24943.63,0,0,0,1
51,0,1,1,71500.87,5958.41,0,0.253,704,10344.86,6,10.64,36,336.92,11,5,82257.53,76389.54,4,0,4,1
71,0,1,3,26279.71,2189.98,0,0.268,739,9713.81,4,9.57,36,311.48,10,2,23367.87,11421.41,4,0,4,1
25,0,1,3,15539.59,1294.97,0,0.058,734,26605.09,0,9.78,36,855.73,13,5,15108.4,12077.18,3,0,3,1
39,0,0,0,32651.35,2720.95,4,0.376,751,13285.18,6,8.7,36,420.61,9,0,18505.55,15969.84,3,0,3,0
54,0,1,2,34217.61,2851.47,0,0.128,704,16484.02,1,15.57,36,576.04,10,2,48253.03,10290.82,1,2,3,1
30,2,0,3,25310.37,2109.2,2,0.372,722,500.0,2,12.18,60,11.17,14,5,18101.4,1029.88,5,0,6,1
45,1,2,1,27396.68,2283.06,0,0.321,594,12744.21,4,16.19,36,449.24,24,2,30222.5,26405.52,3,0,4,1
22,2,1,0,59769.22,4980.77,0,0.162,718,29989.12,1,11.65,60,661.8,13,9,63870.97,3234.72,3,0,4,1
31,1,1,1,94877.06,7906.42,2,0.148,683,1387.22,6,12.24,36,46.23,11,9,87065.11,77733.19,1,0,1,1
70,1,2,0,58053.44,4837.79,0,0.223,695,13510.19,2,10.28,60,288.92,10,5,57389.97,28277.65,1,0,2,1
51,1,2,1,76957.32,6413.11,0,0.167,738,20360.6,2,10.18,36,658.7,12,8,66779.23,55383.71,1,0,1,0
35,1,1,3,36425.21,3035.43,2,0.221,728,19663.2,0,13.09,60,448.3,13,4,29922.61,27555.46,2,0,2,1
29,0,2,0,14441.03,1203.42,0,0.094,599,28273.16,7,13.39,60,648.96,23,6,15388.32,9204.15,3,0,3,1
43,0,2,4,26086.38,2173.87,2,0.132,658,2491.27,2,11.24,36,81.84,19,2,15188.05,2808.55,0,0,0,1
39,0,1,1,23528.1,1960.68,0,0.25,809,23787.84,2,11.02,36,779.01,3,2,21878.94,3901.7,0,0,1,1
29,0,1,0,65567.62,5463.97,0,0.291,620,21254.15,6,18.21,60,542.15,18,3,41704.51,19046.41,4,0,5,1
55,0,0,0,10296.18,858.02,0,0.074,672,19493.31,2,11.26,60,426.36,12,2,8700.87,3917.55,1,0,1,1
41,0,1,0,39798.66,3316.56,0,0.039,672,500.0,2,12.19,36,16.65,11,4,45612.64,7125.72,2,1,2,1
29,1,1,4,33121.7,2760.14,0,0.225,702,28143.45,1,10.24,36,911.28,10,6,55602.97,3160.84,2,0,4,1
48,0,2,0,45111.11,3759.26,4,0.118,780,8769.95,2,10.75,36,286.08,6,4,53158.8,27575.41,0,0,0,1
66,0,1,1,20483.73,1706.98,2,0.377,653,500.0,2,14.07,36,17.11,18,7,20216.57,16578.92,3,0,3,1
71,0,2,3,73057.86,6088.16,0,0.202,791,11975.01,2,11.14,36,392.84,7,4,89458.12,65912.08,1,1,2,1
27,0,1,0,40393.83,3366.15,0,0.194,710,7440.55,2,10.81,36,242.93,14,5,63196.55,19097.99,1,0,3,1
36,0,2,1,18485.9,1540.49,0,0.183,686,14395.26,2,11.52,60,316.73,14,4,18198.92,2476.71,3,0,4,1
36,1,1,0,20160.38,1680.03,4,0.15,667,15378.55,1,12.8,36,516.68,18,3,29873.33,27962.14,1,0,1,0
53,1,2,0,28061.15,2338.43,2,0.177,726,24567.65,2,11.79,36,813.54,12,4,44260.57,14731.92,1,1,1,1
24,0,1,0,50042.6,4170.22,0,0.299,710,20391.15,2,12.39,36,681.08,13,3,70039.59,4626.06,4,0,4,1
24,0,0,0,23017.32,1918.11,3,0.165,596,16050.89,2,14.1,60,374.31,23,8,28117.93,5875.99,4,0,5,0
59,0,2,0,52222.03,4351.84,4,0.368,597,11409.52,2,15.67,36,399.27,24,8,35481.95,25042.14,6,0,6,0
60,1,1,1,35366.99,2947.25,2,0.128,773,13294.72,4,7.24,60,264.76,7,7,39115.33,6647.04,0,0,0,1
37,1,1,0,88613.07,7384.42,0,0.151,793,7824.27,7,8.41,36,246.67,6,7,71523.4,61502.38,1,0,2,1
57,0,1,2,25538.96,2128.25,0,0.011,484,7422.1,7,14.15,36,254.21,29,1,35943.71,4142.96,2,0,3,1
59,1,1,0,35119.94,2926.66,1,0.161,646,17971.78,3,14.12,36,615.28,15,5,30241.39,22066.18,1,0,2,1
72,0,2,1,61484.42,5123.7,0,0.107,750,14509.71,6,10.2,36,469.55,5,2,41278.53,5191.59,0,0,0,1
49,1,2,0,21915.24,1826.27,4,0.081,597,15243.83,6,16.54,36,540.0,20,9,36895.82,17731.59,3,0,3,0
72,1,1,3,20889.2,1740.77,1,0.146,701,16027.07,1,15.39,36,558.65,13,6,20575.32,17094.75,0,0,0,1
56,0,2,2,18112.8,1509.4,0,0.339,718,22245.35,6,11.24,60,486.33,10,4,15481.68,9722.73,5,1,5,0
58,1,2,0,51647.34,4303.94,2,0.322,706,20045.07,2,11.57,60,441.55,12,8,78724.92,43928.2,4,0,5,1
59,0,2,1,15257.08,1271.42,0,0.195,667,19708.9,4,11.33,36,648.33,17,2,19058.75,3593.24,2,0,3,1
70,0,1,0,43122.32,3593.53,2,0.191,652,13025.66,3,16.59,60,320.86,18,6,54585.91,37301.28,2,0,2,0
57,1,3,1,23886.41,1990.53,0,0.265,648,6602.02,5,14.95,36,228.7,19,5,37217.8,20047.32,2,0,2,1
72,0,0,0,23962.57,1996.88,2,0.153,765,500.0,2,12.53,60,11.26,8,4,26597.21,1438.45,2,0,2,1
55,0,1,2,11685.21,973.77,0,0.218,710,25192.24,2,13.45,36,854.3,13,7,18922.82,8788.6,1,0,1,1
27,1,1,0,34163.71,2846.98,0,0.095,622,19805.81,3,14.55,36,682.22,19,2,52189.89,47853.27,1,0,2,0
47,1,2,1,23198.04,1933.17,0,0.224,657,12198.91,6,13.46,36,413.74,17,5,30195.73,4054.94,6,0,7,1
48,1,1,0,31885.43,2657.12,0,0.038,680,8207.09,1,13.45,36,278.31,14,5,45962.78,5930.59,0,0,0,1
42,0,2,2,32112.89,2676.07,2,0.257,677,28997.81,6,14.66,36,1000.4,14,3,24034.25,11435.63,3,0,3,1
34,0,1,0,102484.54,8540.38,2,0.064,663,20341.08,3,12.33,36,678.83,16,2,61342.92,15351.42,1,0,2,1
27,0,0,2,20961.25,1746.77,2,0.134,675,15614.51,2,13.41,60,358.56,11,8,37823.72,8748.99,2,0,2,1
57,0,1,1,49139.81,4094.98,0,0.13,692,20269.14,6,12.65,36,679.54,10,5,42877.92,11478.82,4,0,5,0
42,0,1,2,29529.66,2460.8,1,0.168,742,15581.01,4,12.54,36,521.54,6,4,30114.36,8135.07,4,0,4,1
25,0,1,0,51533.15,4294.43,0,0.246,591,500.0,2,15.42,36,17.44,22,4,56850.41,18233.38,2,0,2,1
75,0,0,0,32503.06,2708.59,0,0.068,692,14386.68,6,11.58,36,474.96,12,5,32530.72,11787.55,0,0,0,1
22,1,2,0,105467.01,8788.92,0,0.073,687,15919.75,5,11.29,60,348.44,11,5,97063.87,29034.92,2,0,4,1
47,0,1,0,35039.86,2919.99,0,0.211,769,27931.37,0,9.23,60,582.93,5,5,37709.22,31528.45,2,0,2,1
41,0,2,0,38589.6,3215.8,0,0.372,721,17431.54,1,12.5,36,583.15,11,4,53421.62,19345.61,3,0,4,1
74,0,1,1,74108.25,6175.69,0,0.122,749,11974.66,2,7.7,36,373.59,5,4,67589.34,21460.07,1,0,1,1
58,0,2,1,29270.98,2439.25,0,0.127,724,7098.43,1,12.55,36,237.64,10,5,44298.01,3376.12,3,0,3,1
35,1,2,3,67450.01,5620.83,0,0.158,651,22546.07,3,15.12,36,782.89,16,7,90257.04,7872.66,1,0,1,1
41,0,1,0,74328.09,6194.01,4,0.351,667,25568.1,3,10.85,36,835.25,18,6,85798.94,4980.0,2,0,2,0
30,1,2,1,26037.58,2169.8,0,0.331,719,7930.12,6,10.54,60,170.61,14,2,21868.65,19841.14,5,0,6,1
43,0,2,4,58871.9,4905.99,4,0.264,791,12286.58,2,10.19,36,397.55,7,6,65414.01,41806.92,1,0,2,0
59,1,1,1,20416.05,1701.34,0,0.057,719,16201.9,6,12.55,60,364.92,12,0,29074.81,24293.06,3,0,3,1
25,0,1,0,41197.93,3433.16,2,0.152,709,500.0,2,15.68,60,12.07,11,7,62767.02,35557.49,3,0,4,1
21,0,2,1,24505.52,2042.13,0,0.121,772,30524.15,2,10.16,36,987.22,8,4,28132.61,2912.57,0,0,1,1
33,0,1,3,34873.13,2906.09,0,0.039,709,16497.22,2,8.61,60,339.34,12,4,45879.6,26913.83,0,0,0,1
41,1,1,0,54797.33,4566.44,0,0.158,536,27802.99,2,14.55,36,957.68,29,4,31652.89,25983.03,2,0,3,1
46,2,1,2,71365.77,5947.15,0,0.305,576,18869.23,1,12.68,36,632.87,27,6,76104.2,20048.15,4,0,4,0
70,0,1,0,8952.07,746.01,0,0.09,609,500.0,7,15.76,60,12.1,23,5,15879.12,3309.14,1,0,1,1
65,0,2,1,21521.47,1793.46,2,0.298,652,9431.16,2,12.0,60,209.79,18,3,26730.53,2806.05,4,0,5,1
41,1,2,0,81942.73,6828.56,0,0.282,763,10965.21,4,9.11,36,349.25,5,7,74425.45,46554.8,3,0,3,0
73,0,2,0,36318.38,3026.53,1,0.343,828,9560.19,2,5.93,60,184.51,0,5,38037.87,5459.36,1,0,1,1
38,1,2,3,35631.13,2969.26,2,0.011,704,15267.43,2,9.82,60,323.04,12,10,54681.75,16598.36,2,0,2,1
57,0,2,2,65884.72,5490.39,0,0.292,695,13892.3,1,11.3,60,304.13,12,8,46610.25,25316.65,6,0,6,1
65,1,2,2,8347.46,695.62,0,0.11,633,13810.86,3,15.6,36,482.83,19,4,15535.22,6180.56,1,1,1,1
52,0,1,0,19979.64,1664.97,2,0.246,700,5653.49,2,11.07,36,185.28,14,8,19268.19,7474.03,3,0,3,1
56,0,1,0,65772.3,5481.02,0,0.249,780,16294.34,2,13.04,36,549.33,8,6,101188.46,10683.33,3,0,5,1
37,1,0,0,13247.16,1103.93,0,0.071,629,24902.09,2,11.84,36,825.2,19,2,15154.33,9532.79,2,0,2,1
55,0,2,0,37105.05,3092.09,1,0.204,659,4632.08,2,11.64,36,153.06,17,7,39213.53,9460.1,2,0,2,1
69,0,2,2,10541.52,878.46,4,0.353,501,18711.38,7,19.98,60,495.53,28,7,17045.34,7527.27,2,0,2,0
31,1,1,2,26279.44,2189.95,1,0.44,743,9530.82,7,13.37,36,322.83,6,5,23989.63,18473.34,0,0,0,1
41,0,2,2,71433.87,5952.82,4,0.166,637,14407.43,4,13.01,36,485.51,17,8,58218.64,8943.04,4,1,5,0
72,1,1,1,11891.98,991.0,2,0.35,603,22865.79,2,13.46,36,775.51,24,1,17245.27,3356.82,5,0,5,1
75,1,1,2,29979.12,2498.26,0,0.108,570,15175.17,6,11.87,36,503.09,29,2,29836.21,10003.99,2,0,3,1
73,1,1,0,61841.57,5153.46,0,0.178,648,19854.4,2,11.72,36,656.8,19,11,84648.87,49466.16,1,0,2,0
46,0,2,0,21635.65,1802.97,2,0.294,747,2033.12,2,11.21,36,66.76,5,9,23186.17,12954.14,1,0,1,0
24,1,2,0,44221.51,3685.13,1,0.106,752,16428.51,6,9.57,36,526.79,8,13,75263.89,46948.49,1,0,2,1
54,0,2,4,107923.01,8993.58,0,0.096,668,11220.48,2,9.79,60,237.24,16,4,72601.0,23882.43,1,0,1,1
72,0,2,0,56168.45,4680.7,4,0.223,568,21000.2,6,12.87,36,706.27,27,5,68491.03,38621.24,3,0,3,0
68,1,2,1,41227.57,3435.63,4,0.132,669,16010.48,2,12.51,36,535.69,17,3,53795.31,6440.55,5,0,5,0
38,0,1,0,95125.23,7927.1,0,0.241,752,22856.93,2,9.81,36,735.49,5,1,102207.55,47858.06,4,0,5,1
60,1,2,3,39647.39,3303.95,2,0.086,534,11031.56,2,16.41,60,270.68,27,3,57185.99,44753.03,5,0,6,0
55,0,1,2,33517.13,2793.09,3,0.094,701,26064.5,2,13.38,36,882.99,14,7,41425.42,2599.44,1,0,1,1
61,1,2,1,19280.39,1606.7,4,0.097,727,6858.28,2,9.29,36,219.02,10,5,23836.21,13350.82,0,0,0,1
49,1,2,2,60462.2,5038.52,0,0.097,776,15928.31,0,9.81,60,336.94,5,3,48640.3,16845.09,3,0,4,1
72,0,2,1,123719.12,10309.93,1,0.273,744,24696.72,4,7.17,36,764.48,5,2,165909.03,42676.83,2,0,2,1
49,0,2,0,10081.01,840.08,0,0.267,772,13087.22,2,11.02,36,428.58,8,3,10836.84,4903.96,3,0,3,1
58,1,2,0,21923.72,1826.98,0,0.19,644,21351.41,5,10.21,36,691.06,16,7,28756.66,20777.02,1,0,1,1
62,0,2,0,34521.73,2876.81,0,0.173,750,24712.76,5,13.23,36,835.41,8,5,51429.74,12604.74,2,0,2,1
41,1,2,1,21490.32,1790.86,0,0.236,557,19417.68,2,13.89,36,662.61,27,3,25699.58,2722.44,0,1,1,0
62,0,2,2,58639.9,4886.66,4,0.124,658,20973.91,6,7.34,36,650.88,19,7,58925.57,34036.19,2,0,2,0
33,0,1,2,52627.63,4385.64,0,0.115,823,7676.41,2,7.77,36,239.74,0,9,47813.88,10811.82,3,0,3,1
69,1,1,0,46270.39,3855.87,0,0.342,696,15468.58,4,16.4,36,546.89,13,3,70329.01,62589.58,6,0,9,1
61,1,2,1,109321.55,9110.13,0,0.189,617,14230.25,4,14.29,60,333.26,17,5,134040.08,27069.92,4,0,4,0
37,1,2,1,44100.92,3675.08,0,0.186,842,9552.49,5,6.88,36,294.43,2,6,63363.21,25095.94,1,0,1,1
29,1,1,1,26304.45,2192.04,1,0.061,709,13919.71,2,9.96,36,448.89,14,6,44030.51,17642.33,2,0,2,1
61,1,1,1,18221.22,1518.44,2,0.047,761,17326.74,0,12.93,36,583.22,6,5,25261.15,6547.91,2,0,3,1
21,0,0,2,48362.15,4030.18,2,0.049,661,24920.03,1,13.65,36,847.48,17,7,44361.42,19646.3,0,0,0,1
22,2,2,0,18521.04,1543.42,0,0.183,586,22790.2,6,10.3,60,487.6,20,8,28732.5,10569.53,5,0,5,0
68,1,2,1,56672.95,4722.75,0,0.177,670,28922.22,2,14.28,60,677.18,11,6,51942.39,8296.82,0,0,2,1
49,0,1,1,27250.0,2270.83,4,0.087,715,12882.07,4,12.0,36,427.87,11,5,22378.39,17612.04,4,0,4,1
53,0,1,3,10661.69,888.47,1,0.111,533,500.0,2,13.96,60,11.62,28,8,15088.07,11608.97,1,0,1,1
30,0,2,0,66783.46,5565.29,0,0.135,435,12524.78,5,16.89,36,445.86,27,2,100422.35,25342.23,3,0,4,1
70,0,1,0,51110.78,4259.23,0,0.121,781,500.0,2,10.83,60,10.83,5,2,72200.1,13775.93,1,0,1,1
60,0,2,0,58627.84,4885.65,0,0.201,808,13044.58,5,10.28,60,278.96,2,7,94486.2,77919.32,3,0,4,1
41,1,2,1,14297.2,1191.43,2,0.422,649,13735.71,0,17.06,36,490.13,17,6,23786.22,2162.8,1,0,1,1
48,1,1,3,80777.46,6731.46,0,0.107,685,10613.87,5,9.79,36,341.43,11,3,121306.51,87358.35,2,0,2,1
31,1,2,1,110683.45,9223.62,0,0.191,614,23423.61,2,13.86,36,798.97,16,5,130752.85,66056.05,3,0,3,0
75,1,1,2,20205.63,1683.8,0,0.202,707,22536.86,2,14.97,60,535.8,10,1,19289.63,11709.23,1,0,1,1
54,1,1,1,45942.24,3828.52,4,0.249,762,20137.54,1,10.04,36,650.16,7,4,27559.68,16436.27,2,0,2,0
28,0,1,0,28720.08,2393.34,0,0.425,730,13228.39,0,9.3,60,276.53,13,2,27918.69,15622.26,5,0,6,1
42,1,2,4,28374.18,2364.52,0,0.041,736,16050.95,4,10.48,36,521.54,12,2,41272.68,29298.12,2,0,2,1
28,0,2,2,42767.64,3563.97,0,0.191,573,21178.73,2,15.93,60,514.24,27,7,47601.28,44038.9,1,0,2,1
69,1,2,0,25514.43,2126.2,0,0.051,635,9317.21,2,13.35,36,315.51,18,5,24102.8,10366.5,2,0,4,1
35,0,1,0,32753.87,2729.49,4,0.083,623,8989.03,2,12.0,36,298.56,16,3,43638.93,15480.19,5,0,7,0
37,0,1,1,119248.56,9937.38,0,0.154,631,12374.41,2,17.83,36,446.31,17,4,170883.51,59905.89,0,0,1,1
43,1,2,3,16779.67,1398.31,1,0.189,767,21902.91,2,11.78,36,725.19,5,6,25808.47,5145.18,3,0,3,1
44,1,1,2,44483.65,3706.97,1,0.111,686,7133.45,2,13.19,36,241.01,11,3,69501.76,25201.93,1,0,2,1
65,0,1,0,144109.98,12009.16,4,0.069,619,19859.32,4,14.39,36,682.51,16,7,160865.34,54556.38,5,0,5,0
39,1,2,0,37444.98,3120.42,1,0.037,621,13927.53,2,12.09,60,310.44,19,9,61342.91,32126.4,0,0,1,1
25,1,1,1,55879.48,4656.62,2,0.213,637,24815.48,2,10.55,36,807.15,15,10,54203.65,32259.34,3,0,3,0
52,1,2,2,23041.92,1920.16,0,0.297,686,13094.4,4,11.79,36,433.61,11,5,21853.2,8351.69,0,0,1,1
